report_id,reporter_role,setting,age_band,category_label,urgency_label,free_text
113,Commanding Officer,Annual Camp,12-14,Mental health / self-harm,Low,Overheard Cadet Davies telling her friend that she sometimes feels sad for no reason and wondered if that was normal. She was laughing about it and seemed in good spirits otherwise during the evening activities.
114,Cadet,Online/Remote,14-16,Mental health / self-harm,Low,Cadet Mitchell mentioned during our chat that he's been feeling quite tired recently and sometimes gets worried about things more than he used to. He said his parents think it might be teenage hormones.
115,Cadet,Online/Remote,Under 12,Mental health / self-harm,Low,Cadet Roberts said she's been finding it harder to concentrate on things lately and feels a bit moody sometimes. She mentioned this when explaining why she seemed distracted during the first aid lesson.
116,Parent/Carer,Off-site Activity,16-18,Mental health / self-harm,Low,"Cadet Smith mentioned during a break that they've been feeling 'a bit down lately' and haven't been sleeping well. They said it's nothing serious, just school stress getting to them a bit more than usual."
117,Parent/Carer,Parade Night,16-18,Mental health / self-harm,Low,"During parade preparation, I noticed Cadet Jones has been quieter than normal over the past couple of weeks. When asked if everything was alright, they shrugged and said they've just been having some 'bad days' recently."
118,Parent/Carer,Weekend Exercise,14-16,Mental health / self-harm,Low,Cadet Brown disclosed that they sometimes feel overwhelmed and have been writing in a diary to help with their thoughts. They mentioned it helps them feel better when things get 'too much in their head'.
119,CFAV,Online/Remote,16-18,Mental health / self-harm,Low,I observed that Cadet Taylor has seemed less enthusiastic during activities lately and mentioned they've been feeling tired a lot. They said they sometimes worry about things but nothing they can't handle.
120,Commanding Officer,Annual Camp,Under 12,Mental health / self-harm,Low,Cadet Wilson mentioned casually that they've been using breathing exercises they learned online to help when they feel anxious. They said it's been helping them cope with feeling stressed about exams coming up.
121,CFAV,Weekend Exercise,14-16,Mental health / self-harm,Low,Cadet Jones mentioned during break that they've been having trouble sleeping lately and feeling a bit overwhelmed with schoolwork. They seemed their usual self during activities but did ask if they could sit out the final drill session as they had a headache.
122,Cadet,Parade Night,Under 12,Mental health / self-harm,Low,"During today's training, Cadet Smith was quieter than usual and didn't join in with the usual banter between activities. When asked if everything was okay, they said they've just been feeling a bit down recently but nothing specific."
123,Commanding Officer,Weekend Exercise,12-14,Mental health / self-harm,Low,Cadet Brown disclosed to me that they sometimes feel anxious before parade nights and have started biting their nails quite badly. They showed me their fingernails which are bitten down but healing. They said it helps when they're stressed about getting things right.
124,Civilian Instructor,Weekend Exercise,14-16,Mental health / self-harm,Low,I noticed Cadet Taylor has seemed less enthusiastic over the past few weeks and mentioned they've been feeling quite tired. They participated in all activities today but commented that they don't feel as motivated about things in general lately.
125,Parent/Carer,Off-site Activity,12-14,Mental health / self-harm,Low,"Cadet Wilson asked to speak with me privately and said they've been having some negative thoughts recently, particularly about not being good enough at cadet activities. They reassured me they would never hurt themselves but wanted someone to know they were struggling a bit."
126,Parent/Carer,Annual Camp,12-14,Mental health / self-harm,Medium,Cadet Smith mentioned during a break that she's been 'feeling really down lately' and finds it hard to get out of bed most mornings. She said she doesn't see the point in much anymore and has stopped doing activities she used to enjoy. Her attendance has dropped from weekly to fortnightly over the past month.
127,Commanding Officer,Annual Camp,Under 12,Mental health / self-harm,Medium,"During weapons drill, Cadet Jones rolled up his sleeves and I noticed what appeared to be deliberate scratch marks on his forearms. When I asked if he was okay, he quickly pulled his sleeves down and said he'd been 'dealing with some stuff' but didn't want to talk about it further."
128,Commanding Officer,Online/Remote,12-14,Mental health / self-harm,Medium,Cadet Williams has become increasingly withdrawn over the past few weeks and no longer participates in group discussions. Her friend mentioned that Williams has been talking about 'not being good enough' and has stopped eating lunch with the others. She appears tired and has missed three consecutive parade nights.
